take,note_index,start_time,end_time,duration,note_name,measured_hz,target_hz,cents_error
TRIMMED,0,0.0,0.058049886621315196,0.058049886621315196,B5,1002.2727272727273,987.7666025122483,25.239643804345945
TRIMMED,1,0.06965986394557823,0.08126984126984127,0.01160997732426304,D3,149.94354854298285,146.8323839587038,36.29911183710136
TRIMMED,2,0.09868480725623582,0.11029478458049886,0.01160997732426304,G#3,203.8937838426688,207.65234878997256,-31.622877806097176
TRIMMED,3,0.13351473922902493,0.17414965986394557,0.040634920634920635,G3,200.57850771852895,195.99771799087463,39.996204308891606
TRIMMED,4,0.19156462585034015,0.22058956916099773,0.02902494331065758,G#3,209.77399851444088,207.65234878997256,17.598811848656045
TRIMMED,5,0.26702947845804986,0.301859410430839,0.03482993197278916,C#3,138.28377493506895,138.59131548843604,-3.845957363721831
TRIMMED,6,0.3076643990929705,0.31927437641723355,0.011609977324263054,G2,95.56510239697724,97.99885899543733,-43.53728156681399
TRIMMED,7,0.3250793650793651,0.34249433106575966,0.01741496598639458,C#4,280.13282627140507,277.1826309768721,18.329031384099082
TRIMMED,8,0.4005442176870748,0.4179591836734694,0.01741496598639458,E2,80.89208365148062,82.4068892282175,-32.11971478646928
TRIMMED,9,0.45859410430839004,0.47020408163265304,0.011609977324262999,G2,96.30063488426947,97.99885899543733,-30.263571082676336
TRIMMED,10,0.47600907029478456,0.4876190476190476,0.011609977324263054,F#2,93.06261133304066,92.4986056779086,10.524061187106971
TRIMMED,11,0.49342403628117915,0.5108390022675737,0.01741496598639458,G2,98.45765179955256,97.99885899543733,8.086055938684716
TRIMMED,12,0.5282539682539683,0.5514739229024943,0.023219954648525998,A2,109.03114939359354,110.0,-15.3157950586914
TRIMMED,13,0.5572789115646258,0.5979138321995465,0.04063492063492069,A3,222.8814697634649,220.0,22.527783602321318
TRIMMED,14,0.615328798185941,0.6327437641723356,0.01741496598639458,F#2,91.65744653822628,92.4986056779086,-15.815428852676297
TRIMMED,15,0.6443537414965986,0.6559637188208617,0.011609977324263054,A#2,113.28870805665053,116.54094037952248,-48.999345604407075
TRIMMED,16,0.6675736961451247,0.6791836734693878,0.011609977324263054,A3,217.83830154712763,220.0,-17.09506162875122
TRIMMED,17,0.7082086167800453,0.7430385487528345,0.03482993197278916,C#3,134.8250464276387,138.59131548843604,-47.69799172306618
TRIMMED,18,0.748843537414966,0.7604535147392291,0.011609977324263054,F2,86.6705604815936,87.30705785825097,-12.66750122753565
TRIMMED,19,0.7662585034013606,0.7778684807256235,0.011609977324262943,B3,243.64769164881025,246.94165062806206,-23.248363331522025
TRIMMED,20,0.7894784580498866,0.8068934240362812,0.01741496598639458,A2,111.22911943498923,110.0,19.23720816157243
TRIMMED,21,0.8126984126984127,0.8243083900226758,0.011609977324263054,A#2,119.55812858287214,116.54094037952248,44.25043564019974
TRIMMED,22,0.8823582766439909,0.8997732426303855,0.01741496598639458,G2,97.76321426274744,97.99885899543733,-4.167879660902451
TRIMMED,23,0.905578231292517,0.9287981859410431,0.02321995464852611,A#3,236.4173670967661,233.08188075904496,24.598994342355542
TRIMMED,24,0.9404081632653061,0.9868480725623583,0.04643990929705222,B2,123.10411385999473,123.47082531403103,-5.149459434984983
TRIMMED,25,0.9984580498866213,1.0100680272108844,0.011609977324263054,B3,240.76627385957136,246.94165062806206,-43.84424939432395
TRIMMED,26,1.0158730158730158,1.073922902494331,0.05804988662131527,A#3,235.87748115187975,233.08188075904496,20.641003519553237
TRIMMED,27,1.0797278911564625,1.1203628117913833,0.0406349206349208,A3,224.03867507913978,220.0,31.4931334286314
TRIMMED,28,1.1261678004535147,1.1900226757369614,0.06385487528344669,A#3,229.2064112505879,233.08188075904496,-29.02734966955998
TRIMMED,29,1.195827664399093,1.2248526077097506,0.029024943310657525,A3,225.4778544765853,220.0,42.578665216274814
TRIMMED,30,1.242267573696145,1.253877551020408,0.011609977324263054,B3,247.9631557917792,246.94165062806206,7.146695724807507
TRIMMED,31,1.2596825396825397,1.3003174603174603,0.04063492063492058,C4,265.11672643828837,261.6255653005986,22.949004210986065
TRIMMED,32,1.3061224489795917,1.3990022675736962,0.09287981859410444,C#4,274.30286471275707,277.1826309768721,-18.08060144496491
TRIMMED,33,1.4048072562358276,1.654421768707483,0.24961451247165534,D4,290.8243845236845,293.6647679174076,-16.826341883945762
TRIMMED,34,1.6602267573696146,1.7008616780045351,0.04063492063492058,C#4,275.62628807690356,277.1826309768721,-9.748037147404794
TRIMMED,35,1.7066666666666668,1.7298866213151927,0.023219954648525887,D4,294.6525063315768,293.6647679174076,5.8132169689401
TRIMMED,36,1.7356916099773243,1.7589115646258504,0.02321995464852611,D#4,312.30395039944483,311.1269837220809,6.536753618419559
TRIMMED,37,1.7647165532879818,2.1710657596371883,0.40634920634920646,E4,332.5874055521267,329.6275569128699,15.47601657483403
TRIMMED,38,2.17687074829932,2.234920634920635,0.05804988662131505,D#4,312.78076131485506,311.1269837220809,9.177904286022882
TRIMMED,39,2.2407256235827666,2.2639455782312927,0.02321995464852611,E4,329.30884105232167,329.6275569128699,-1.6747346010673039
TRIMMED,40,2.269750566893424,2.5425850340136056,0.27283446712018167,F4,347.3584143488716,349.2282314330039,-9.2941740869593
TRIMMED,41,2.5483900226757368,2.5774149659863945,0.029024943310657747,F#4,360.0398404719235,369.9944227116344,-47.216359063856274
TRIMMED,42,2.583219954648526,2.728344671201814,0.14512471655328785,F4,352.1708345693785,349.2282314330039,14.526294310876901
TRIMMED,43,2.7341496598639456,2.780589569160998,0.04643990929705222,E4,326.3082732594964,329.6275569128699,-17.521549109894156
TRIMMED,44,2.786394557823129,2.803809523809524,0.017414965986394915,F4,350.76721430431496,349.2282314330039,7.612460500504437
TRIMMED,45,2.809614512471655,2.948934240362812,0.13931972789115665,F#4,379.19630527208324,369.9944227116344,42.529660255600795
TRIMMED,46,2.9547392290249435,3.3146485260770975,0.359909297052154,G4,387.12032774704323,391.99543598174927,-21.665749594660504
TRIMMED,47,3.320453514739229,3.332063492063492,0.011609977324262832,G3,201.39663676552087,195.99771799087463,47.04328091459925
TRIMMED,48,3.3610884353741497,3.900952380952381,0.5398639455782313,A4,439.9686161566325,440.0,-0.12348799094400999
TRIMMED,49,3.9067573696145126,3.9415873015873015,0.03482993197278894,A#3,231.6860705276813,233.08188075904496,-10.398657898063119
TRIMMED,50,3.953197278911565,3.982222222222222,0.029024943310657303,A#4,477.75858142854634,466.1637615180899,42.53391579100363
TRIMMED,51,3.9880272108843537,4.446621315192743,0.45859410430838965,B4,490.4445831566429,493.8833012561241,-12.096071180691887
TRIMMED,52,4.4524263038548755,4.475646258503401,0.023219954648525665,B3,246.38284087250952,246.94165062806206,-3.9220874138760378
TRIMMED,53,4.522086167800453,4.539501133786848,0.01741496598639447,C#4,284.04057298850887,277.1826309768721,42.31219816977846
TRIMMED,54,4.54530612244898,4.556916099773242,0.011609977324262388,C4,266.9823777946666,261.6255653005986,35.08919524596701
TRIMMED,55,4.5859410430839,4.794920634920635,0.20897959183673454,C5,514.888263965563,523.2511306011972,-27.89296453163627
